contract_id,supplier_id,contract_no,category,currency,agreed_lead_time_days,payment_terms,start_date,end_date,status
CTR-000770,SUP-00430,ДОГ-8733/2024,Крепёж,RUB,21,Отсрочка 30 дней,2024-07-04,2026-08-08,Действует
CTR-000771,SUP-00107,ДОГ-5647/2025,Шины и диски,RUB,7,Предоплата 50%,2025-05-26,2025-05-30,Истёк
CTR-000772,SUP-00422,ДОГ-7935/2024,Электрооборудование,RUB,30,Отсрочка 15 дней,2024-03-28,2026-08-10,Действует
CTR-000773,SUP-00058,ДОГ-3727/2025,Услуги (логистика/ремонт),RUB,14,Предоплата 100%,2025-01-31,2026-11-13,Действует
CTR-000774,SUP-00004,ДОГ-3314/2024,Металлопрокат,CNY,21,Предоплата 50%,2024-01-30,2025-01-03,Истёк
CTR-000775,SUP-00341,ДОГ-1286/2024,Электрооборудование,RUB,30,Предоплата 50%,2024-03-23,2026-07-26,Действует
CTR-000776,SUP-00017,ДОГ-9118/2024,Крепёж,USD,45,Отсрочка 30 дней,2024-12-06,2026-03-28,Действует
CTR-000777,SUP-00084,ДОГ-4841/2024,Электрооборудование,USD,45,Отсрочка 30 дней,2024-02-22,2026-04-25,Действует
CTR-000778,SUP-00446,ДОГ-1210/2025,Крепёж,RUB,7,Отсрочка 30 дней,2025-01-19,2026-05-20,Действует
CTR-000779,SUP-00382,ДОГ-4846/2024,Крепёж,CNY,21,Отсрочка 30 дней,2024-02-17,2025-02-16,Истёк
CTR-000780,SUP-00247,ДОГ-1734/2023,Подшипники,CNY,45,Отсрочка 30 дней,2023-12-29,2024-12-01,Истёк
CTR-000781,SUP-00490,ДОГ-2056/2024,Электрооборудование,CNY,30,Отсрочка 45 дней,2024-08-18,2026-06-05,Действует
CTR-000782,SUP-00397,ДОГ-5300/2024,Шины и диски,USD,21,Предоплата 50%,2024-02-15,2026-02-08,Действует
CTR-000783,SUP-00175,ДОГ-1405/2024,Крепёж,RUB,10,Отсрочка 15 дней,2024-08-30,2026-10-14,Действует
CTR-000784,SUP-00348,ДОГ-5965/2025,Услуги (логистика/ремонт),RUB,21,Предоплата 50%,2025-03-09,2026-11-02,Действует
CTR-000785,SUP-00418,ДОГ-1595/2024,Электрооборудование,CNY,10,Предоплата 100%,2024-12-15,2026-02-28,Действует
CTR-000786,SUP-00348,ДОГ-9146/2024,Шины и диски,CNY,21,Предоплата 50%,2024-09-01,2025-03-04,Истёк
CTR-000787,SUP-00302,ДОГ-3044/2024,ЛКМ и химия,RUB,45,Отсрочка 30 дней,2024-10-18,2026-11-09,Действует
CTR-000788,SUP-00175,ДОГ-1471/2024,Крепёж,USD,21,Отсрочка 15 дней,2024-08-20,2025-06-15,Истёк
CTR-000789,SUP-00175,ДОГ-3052/2024,Шины и диски,USD,10,Отсрочка 15 дней,2024-04-04,2026-08-05,Действует
CTR-000790,SUP-00178,ДОГ-2438/2025,Гидравлика,RUB,21,Отсрочка 15 дней,2025-06-16,2026-11-18,Действует
CTR-000791,SUP-00460,ДОГ-8082/2024,Гидравлика,USD,30,Предоплата 100%,2024-06-19,2026-08-19,Действует
CTR-000792,SUP-00414,ДОГ-8332/2025,Гидравлика,RUB,21,Предоплата 100%,2025-06-05,2026-04-23,Действует
CTR-000793,SUP-00490,ДОГ-9810/2024,Металлопрокат,USD,14,Отсрочка 45 дней,2024-11-22,2026-12-08,Действует
CTR-000794,SUP-00284,ДОГ-3221/2024,Электрооборудование,RUB,30,Отсрочка 45 дней,2024-08-29,2026-03-09,Действует
CTR-000795,SUP-00211,ДОГ-9126/2025,Гидравлика,RUB,7,Отсрочка 45 дней,2025-04-15,2026-11-18,Действует
CTR-000796,SUP-00264,ДОГ-1403/2024,Электрооборудование,RUB,7,Предоплата 100%,2024-07-05,2026-10-13,Действует
CTR-000797,SUP-00453,ДОГ-7349/2024,Электрооборудование,USD,30,Предоплата 100%,2024-10-18,2026-03-10,Действует
CTR-000798,SUP-00285,ДОГ-6775/2025,Гидравлика,RUB,7,Отсрочка 45 дней,2025-08-02,2025-10-04,Истёк
CTR-000799,SUP-00255,ДОГ-9611/2025,Гидравлика,RUB,7,Отсрочка 15 дней,2025-03-21,2026-06-20,Действует
CTR-000800,SUP-00422,ДОГ-4008/2024,ЛКМ и химия,RUB,30,Отсрочка 15 дней,2024-12-29,2026-11-18,Действует
CTR-000801,SUP-00368,ДОГ-9049/2024,Электрооборудование,USD,7,Отсрочка 15 дней,2024-06-28,2025-03-02,Истёк
CTR-000802,SUP-00309,ДОГ-3023/2024,Крепёж,RUB,14,Отсрочка 45 дней,2024-01-12,2026-01-23,Действует
CTR-000803,SUP-00314,ДОГ-1591/2024,Услуги (логистика/ремонт),RUB,10,Предоплата 50%,2024-02-29,2026-11-30,Действует
CTR-000804,SUP-00277,ДОГ-6646/2024,Подшипники,RUB,10,Предоплата 50%,2024-01-18,2026-11-17,Действует
CTR-000805,SUP-00101,ДОГ-1256/2024,Гидравлика,RUB,7,Предоплата 100%,2024-07-06,2026-03-15,Действует
CTR-000806,SUP-00011,ДОГ-5287/2025,Подшипники,USD,45,Отсрочка 15 дней,2025-05-19,2026-10-08,Действует
CTR-000807,SUP-00376,ДОГ-8392/2024,Электрооборудование,RUB,21,Предоплата 100%,2024-05-16,2026-11-03,Действует
CTR-000808,SUP-00472,ДОГ-9107/2024,Крепёж,RUB,14,Предоплата 50%,2024-10-16,2026-06-30,Действует
CTR-000809,SUP-00169,ДОГ-5189/2025,Металлопрокат,USD,30,Предоплата 100%,2025-01-05,2026-09-24,Действует
CTR-000810,SUP-00438,ДОГ-7105/2024,Шины и диски,RUB,14,Отсрочка 45 дней,2024-07-26,2026-05-23,Действует
CTR-000811,SUP-00382,ДОГ-9789/2024,Гидравлика,RUB,30,Отсрочка 30 дней,2024-10-08,2026-10-22,Действует
CTR-000812,SUP-00084,ДОГ-4746/2024,Электрооборудование,CNY,21,Отсрочка 30 дней,2024-09-25,2026-06-14,Действует
CTR-000813,SUP-00312,ДОГ-5910/2025,Электрооборудование,RUB,10,Предоплата 100%,2025-02-24,2026-08-02,Действует
CTR-000814,SUP-00021,ДОГ-1074/2025,ЛКМ и химия,RUB,10,Отсрочка 45 дней,2025-04-10,2026-09-12,Действует
CTR-000815,SUP-00398,ДОГ-5927/2025,Шины и диски,USD,30,Отсрочка 45 дней,2025-02-16,2026-06-23,Действует
CTR-000816,SUP-00362,ДОГ-6228/2025,Металлопрокат,RUB,45,Отсрочка 30 дней,2025-06-26,2026-06-19,Действует
CTR-000817,SUP-00021,ДОГ-3706/2024,Металлопрокат,RUB,21,Отсрочка 45 дней,2024-06-22,2026-09-08,Действует
CTR-000818,SUP-00084,ДОГ-1748/2024,Услуги (логистика/ремонт),USD,10,Отсрочка 30 дней,2024-06-19,2026-10-31,Действует
CTR-000819,SUP-00449,ДОГ-6156/2025,ЛКМ и химия,RUB,45,Отсрочка 45 дней,2025-05-10,2025-02-15,Истёк
CTR-000820,SUP-00310,ДОГ-2039/2023,Гидравлика,RUB,14,Предоплата 50%,2023-12-30,2026-01-28,Действует
CTR-000821,SUP-00266,ДОГ-1079/2024,ЛКМ и химия,RUB,7,Предоплата 50%,2024-12-19,2026-03-22,Действует
CTR-000822,SUP-00337,ДОГ-4718/2025,Крепёж,RUB,21,Отсрочка 15 дней,2025-07-23,2026-07-08,Действует
CTR-000823,SUP-00294,ДОГ-6416/2024,Шины и диски,RUB,45,Отсрочка 45 дней,2024-08-20,2026-11-27,Действует
CTR-000824,SUP-00382,ДОГ-1478/2024,ЛКМ и химия,RUB,21,Отсрочка 30 дней,2024-04-06,2026-07-13,Действует
CTR-000825,SUP-00166,ДОГ-7230/2025,Подшипники,RUB,7,Предоплата 100%,2025-04-10,2026-08-24,Действует
CTR-000826,SUP-00364,ДОГ-4152/2025,Электрооборудование,RUB,14,Отсрочка 45 дней,2025-06-14,2026-10-11,Действует
CTR-000827,SUP-00156,ДОГ-1671/2024,Крепёж,CNY,10,Предоплата 50%,2024-03-17,2026-08-22,Действует
CTR-000828,SUP-00151,ДОГ-6636/2024,Электрооборудование,RUB,45,Отсрочка 45 дней,2024-03-15,2026-06-18,Действует
CTR-000829,SUP-00099,ДОГ-3223/2025,Услуги (логистика/ремонт),RUB,30,Отсрочка 45 дней,2025-04-03,2026-09-22,Действует
CTR-000830,SUP-00417,ДОГ-5098/2025,Гидравлика,RUB,10,Отсрочка 30 дней,2025-02-23,2026-08-28,Действует
CTR-000831,SUP-00417,ДОГ-3732/2024,Гидравлика,RUB,7,Отсрочка 30 дней,2024-11-15,2026-08-18,Действует
CTR-000832,SUP-00067,ДОГ-2941/2025,Услуги (логистика/ремонт),USD,10,Отсрочка 15 дней,2025-03-04,2026-10-10,Действует
CTR-000833,SUP-00011,ДОГ-8069/2024,Шины и диски,RUB,10,Отсрочка 15 дней,2024-02-24,2026-02-25,Действует
CTR-000834,SUP-00458,ДОГ-1971/2024,ЛКМ и химия,RUB,7,Предоплата 50%,2024-12-04,2026-09-23,Действует
CTR-000835,SUP-00376,ДОГ-7861/2025,Услуги (логистика/ремонт),RUB,45,Предоплата 100%,2025-06-30,2025-10-11,Истёк
CTR-000836,SUP-00400,ДОГ-9700/2024,Металлопрокат,RUB,30,Предоплата 100%,2024-06-20,2026-05-11,Действует
CTR-000837,SUP-00157,ДОГ-1936/2024,Подшипники,RUB,30,Отсрочка 30 дней,2024-03-27,2026-04-01,Действует
CTR-000838,SUP-00413,ДОГ-3878/2025,Шины и диски,RUB,10,Отсрочка 45 дней,2025-02-08,2026-03-29,Действует
CTR-000839,SUP-00117,ДОГ-7202/2025,Услуги (логистика/ремонт),RUB,30,Отсрочка 45 дней,2025-04-21,2026-08-28,Действует
CTR-000840,SUP-00295,ДОГ-5673/2024,ЛКМ и химия,RUB,7,Отсрочка 45 дней,2024-04-16,2026-01-26,Действует
CTR-000841,SUP-00247,ДОГ-7103/2024,Шины и диски,RUB,7,Отсрочка 30 дней,2024-07-20,2026-08-25,Действует
CTR-000842,SUP-00360,ДОГ-8924/2024,Крепёж,RUB,14,Отсрочка 30 дней,2024-06-03,2025-04-11,Истёк
CTR-000843,SUP-00013,ДОГ-3072/2024,Гидравлика,RUB,7,Предоплата 100%,2024-05-24,2026-09-10,Действует
CTR-000844,SUP-00446,ДОГ-3314/2024,Крепёж,RUB,45,Отсрочка 30 дней,2024-07-31,2026-08-20,Действует
CTR-000845,SUP-00235,ДОГ-5033/2024,Гидравлика,CNY,7,Отсрочка 30 дней,2024-08-16,2026-03-05,Действует
CTR-000846,SUP-00399,ДОГ-8930/2025,Крепёж,RUB,14,Предоплата 100%,2025-03-23,2026-08-24,Действует
CTR-000847,SUP-00052,ДОГ-8242/2025,ЛКМ и химия,RUB,30,Отсрочка 30 дней,2025-06-04,2026-11-15,Действует
CTR-000848,SUP-00386,ДОГ-5166/2024,ЛКМ и химия,RUB,7,Отсрочка 15 дней,2024-03-17,2025-03-23,Истёк
CTR-000849,SUP-00008,ДОГ-7181/2024,Шины и диски,CNY,21,Предоплата 50%,2024-06-24,2026-12-10,Действует
CTR-000850,SUP-00266,ДОГ-6672/2024,Металлопрокат,RUB,30,Предоплата 50%,2024-01-30,2026-06-21,Действует
CTR-000851,SUP-00145,ДОГ-4895/2025,Металлопрокат,RUB,7,Предоплата 50%,2025-02-07,2026-03-25,Действует
CTR-000852,SUP-00294,ДОГ-6701/2024,ЛКМ и химия,RUB,30,Отсрочка 45 дней,2024-07-23,2026-09-06,Действует
CTR-000853,SUP-00376,ДОГ-9273/2024,Крепёж,RUB,7,Предоплата 100%,2024-05-23,2026-10-18,Действует
CTR-000854,SUP-00427,ДОГ-2174/2025,Металлопрокат,RUB,7,Предоплата 50%,2025-07-10,2026-12-12,Действует
CTR-000855,SUP-00107,ДОГ-6087/2024,Подшипники,RUB,7,Предоплата 50%,2024-10-08,2026-10-20,Действует
CTR-000856,SUP-00039,ДОГ-4867/2025,Подшипники,RUB,30,Предоплата 100%,2025-06-26,2026-11-24,Действует
CTR-000857,SUP-00386,ДОГ-7735/2024,Шины и диски,USD,7,Отсрочка 15 дней,2024-03-13,2026-03-17,Действует
CTR-000858,SUP-00105,ДОГ-8846/2025,Шины и диски,USD,30,Предоплата 50%,2025-07-26,2026-12-15,Действует
CTR-000859,SUP-00009,ДОГ-8019/2025,Услуги (логистика/ремонт),RUB,7,Предоплата 100%,2025-05-31,2026-09-26,Действует
CTR-000860,SUP-00021,ДОГ-1825/2024,Услуги (логистика/ремонт),RUB,21,Отсрочка 45 дней,2024-12-22,2026-03-06,Действует
CTR-000861,SUP-00045,ДОГ-9734/2024,Электрооборудование,RUB,10,Отсрочка 30 дней,2024-08-29,2026-01-28,Действует
CTR-000862,SUP-00096,ДОГ-2318/2024,ЛКМ и химия,RUB,14,Отсрочка 30 дней,2024-01-01,2026-03-11,Действует
CTR-000863,SUP-00117,ДОГ-7478/2025,Электрооборудование,RUB,21,Отсрочка 45 дней,2025-01-01,2026-03-27,Действует
CTR-000864,SUP-00414,ДОГ-4871/2024,Услуги (логистика/ремонт),USD,45,Предоплата 100%,2024-07-03,2026-02-23,Действует
CTR-000865,SUP-00358,ДОГ-9199/2024,Гидравлика,RUB,21,Отсрочка 15 дней,2024-04-23,2026-09-27,Действует
CTR-000866,SUP-00107,ДОГ-7253/2024,Услуги (логистика/ремонт),CNY,10,Предоплата 50%,2024-12-22,2026-08-07,Действует
CTR-000867,SUP-00469,ДОГ-2612/2025,Шины и диски,CNY,30,Отсрочка 45 дней,2025-01-10,2026-09-05,Действует
CTR-000868,SUP-00213,ДОГ-4562/2024,ЛКМ и химия,USD,7,Отсрочка 15 дней,2024-10-14,2026-03-26,Действует
CTR-000869,SUP-00139,ДОГ-4355/2025,Шины и диски,RUB,14,Отсрочка 45 дней,2025-01-29,2026-08-19,Действует
CTR-000870,SUP-00479,ДОГ-2585/2024,ЛКМ и химия,RUB,45,Отсрочка 15 дней,2024-04-17,2026-08-15,Действует
CTR-000871,SUP-00345,ДОГ-2846/2025,Гидравлика,CNY,45,Предоплата 100%,2025-01-12,2026-05-10,Действует
CTR-000872,SUP-00175,ДОГ-7361/2025,Электрооборудование,USD,30,Отсрочка 15 дней,2025-02-23,2026-05-22,Действует
CTR-000873,SUP-00487,ДОГ-1357/2025,Шины и диски,USD,30,Отсрочка 45 дней,2025-01-25,2026-09-18,Действует
CTR-000874,SUP-00266,ДОГ-4602/2024,Услуги (логистика/ремонт),CNY,45,Предоплата 50%,2024-08-18,2026-10-18,Действует
CTR-000875,SUP-00101,ДОГ-3967/2024,Подшипники,CNY,7,Предоплата 100%,2024-08-14,2025-06-21,Истёк
CTR-000876,SUP-00337,ДОГ-6403/2024,Шины и диски,RUB,7,Отсрочка 15 дней,2024-06-14,2025-06-01,Истёк
CTR-000877,SUP-00022,ДОГ-2543/2024,Крепёж,CNY,21,Отсрочка 30 дней,2024-09-21,2026-03-29,Действует
CTR-000878,SUP-00067,ДОГ-9496/2025,Шины и диски,RUB,7,Отсрочка 15 дней,2025-06-03,2026-03-18,Действует
CTR-000879,SUP-00258,ДОГ-1875/2025,Услуги (логистика/ремонт),RUB,45,Предоплата 100%,2025-03-27,2026-09-14,Действует
CTR-000880,SUP-00191,ДОГ-8816/2025,ЛКМ и химия,CNY,30,Предоплата 100%,2025-06-11,2026-11-08,Действует
CTR-000881,SUP-00191,ДОГ-2744/2024,Услуги (логистика/ремонт),RUB,7,Предоплата 100%,2024-02-22,2026-03-24,Действует
CTR-000882,SUP-00132,ДОГ-9466/2025,Крепёж,CNY,30,Предоплата 100%,2025-02-17,2025-06-15,Истёк
CTR-000883,SUP-00255,ДОГ-4461/2024,Электрооборудование,USD,10,Отсрочка 15 дней,2024-04-08,2026-09-23,Действует
CTR-000884,SUP-00039,ДОГ-8552/2025,Электрооборудование,RUB,21,Предоплата 100%,2025-02-15,2025-09-19,Истёк
CTR-000885,SUP-00414,ДОГ-7725/2025,Шины и диски,USD,30,Предоплата 100%,2025-02-22,2026-06-19,Действует
CTR-000886,SUP-00237,ДОГ-9610/2024,Металлопрокат,USD,30,Отсрочка 15 дней,2024-03-25,2025-07-11,Истёк
CTR-000887,SUP-00488,ДОГ-1212/2024,Услуги (логистика/ремонт),RUB,21,Предоплата 50%,2024-06-13,2026-04-30,Действует
CTR-000888,SUP-00491,ДОГ-2882/2024,Гидравлика,RUB,45,Отсрочка 30 дней,2024-12-16,2026-04-11,Действует
CTR-000889,SUP-00081,ДОГ-9632/2024,Электрооборудование,RUB,30,Предоплата 50%,2024-04-27,2026-11-24,Действует
CTR-000890,SUP-00021,ДОГ-4975/2024,Услуги (логистика/ремонт),RUB,30,Отсрочка 45 дней,2024-02-10,2026-02-11,Действует
CTR-000891,SUP-00166,ДОГ-9249/2024,Шины и диски,RUB,45,Предоплата 100%,2024-10-23,2026-07-03,Действует
CTR-000892,SUP-00175,ДОГ-9981/2024,Крепёж,RUB,21,Отсрочка 15 дней,2024-08-22,2026-11-10,Действует
CTR-000893,SUP-00421,ДОГ-6278/2024,Электрооборудование,RUB,21,Отсрочка 45 дней,2024-08-05,2026-03-29,Действует
CTR-000894,SUP-00406,ДОГ-6286/2024,Крепёж,RUB,21,Предоплата 50%,2024-03-06,2026-04-18,Действует
CTR-000895,SUP-00422,ДОГ-4078/2024,Гидравлика,RUB,7,Отсрочка 15 дней,2024-06-26,2026-04-17,Действует
CTR-000896,SUP-00366,ДОГ-6865/2025,ЛКМ и химия,RUB,10,Отсрочка 15 дней,2025-02-02,2026-05-27,Действует
CTR-000897,SUP-00382,ДОГ-6143/2025,Гидравлика,RUB,7,Отсрочка 30 дней,2025-07-16,2026-05-20,Действует
CTR-000898,SUP-00294,ДОГ-6532/2024,Металлопрокат,CNY,21,Отсрочка 45 дней,2024-01-03,2026-10-07,Действует
CTR-000899,SUP-00366,ДОГ-9820/2024,Услуги (логистика/ремонт),RUB,45,Отсрочка 15 дней,2024-11-03,2025-02-21,Истёк
CTR-000900,SUP-00131,ДОГ-3880/2024,Крепёж,USD,21,Отсрочка 30 дней,2024-01-27,2025-02-05,Истёк
CTR-000901,SUP-00318,ДОГ-7857/2024,Гидравлика,CNY,7,Предоплата 50%,2024-07-05,2026-03-02,Действует
CTR-000902,SUP-00035,ДОГ-4147/2024,Гидравлика,USD,7,Отсрочка 45 дней,2024-07-24,2025-04-18,Истёк
CTR-000903,SUP-00214,ДОГ-5812/2024,Металлопрокат,RUB,14,Предоплата 100%,2024-05-13,2026-05-09,Действует
CTR-000904,SUP-00051,ДОГ-2541/2024,Шины и диски,RUB,21,Предоплата 50%,2024-06-18,2026-06-01,Действует
CTR-000905,SUP-00348,ДОГ-6122/2024,ЛКМ и химия,RUB,7,Предоплата 50%,2024-09-02,2026-08-24,Действует
CTR-000906,SUP-00429,ДОГ-5398/2024,Подшипники,RUB,30,Отсрочка 30 дней,2024-04-06,2026-06-11,Действует
CTR-000907,SUP-00422,ДОГ-3577/2024,ЛКМ и химия,RUB,14,Отсрочка 15 дней,2024-09-28,2026-01-29,Действует
CTR-000908,SUP-00008,ДОГ-2933/2024,Гидравлика,RUB,14,Предоплата 50%,2024-11-05,2026-03-01,Действует
CTR-000909,SUP-00175,ДОГ-5669/2024,Крепёж,RUB,21,Отсрочка 15 дней,2024-10-01,2026-11-04,Действует
CTR-000910,SUP-00163,ДОГ-8658/2025,Металлопрокат,RUB,14,Предоплата 100%,2025-06-30,2026-11-09,Действует
CTR-000911,SUP-00414,ДОГ-1914/2024,Подшипники,USD,7,Предоплата 100%,2024-05-11,2025-04-09,Истёк
CTR-000912,SUP-00344,ДОГ-7280/2024,Электрооборудование,CNY,14,Отсрочка 30 дней,2024-03-07,2026-06-25,Действует
CTR-000913,SUP-00069,ДОГ-3859/2025,Шины и диски,USD,21,Отсрочка 45 дней,2025-08-08,2025-11-26,Истёк
CTR-000914,SUP-00376,ДОГ-3838/2025,Подшипники,CNY,14,Предоплата 100%,2025-03-13,2026-08-18,Действует
CTR-000915,SUP-00104,ДОГ-2521/2025,Крепёж,CNY,10,Предоплата 50%,2025-06-28,2026-07-09,Действует
CTR-000916,SUP-00294,ДОГ-3077/2024,ЛКМ и химия,RUB,14,Отсрочка 45 дней,2024-01-11,2026-06-19,Действует
CTR-000917,SUP-00003,ДОГ-5426/2025,Гидравлика,RUB,10,Предоплата 100%,2025-03-04,2026-08-10,Действует
CTR-000918,SUP-00403,ДОГ-5216/2025,Шины и диски,USD,14,Отсрочка 15 дней,2025-06-07,2026-09-05,Действует
CTR-000919,SUP-00039,ДОГ-5168/2025,Металлопрокат,CNY,21,Предоплата 100%,2025-06-17,2026-11-23,Действует
CTR-000920,SUP-00399,ДОГ-3893/2024,Гидравлика,CNY,10,Предоплата 100%,2024-12-30,2026-05-21,Действует
CTR-000921,SUP-00266,ДОГ-6570/2024,Металлопрокат,CNY,14,Предоплата 50%,2024-12-11,2026-04-28,Действует
CTR-000922,SUP-00065,ДОГ-7114/2025,ЛКМ и химия,USD,45,Отсрочка 15 дней,2025-07-20,2025-03-22,Истёк
CTR-000923,SUP-00422,ДОГ-7913/2024,ЛКМ и химия,RUB,10,Отсрочка 15 дней,2024-09-05,2026-11-19,Действует
CTR-000924,SUP-00149,ДОГ-5237/2024,Услуги (логистика/ремонт),RUB,30,Отсрочка 45 дней,2024-04-02,2026-02-05,Действует
CTR-000925,SUP-00247,ДОГ-6574/2023,ЛКМ и химия,RUB,30,Отсрочка 30 дней,2023-12-30,2026-11-11,Действует
CTR-000926,SUP-00238,ДОГ-7585/2025,Гидравлика,CNY,21,Предоплата 50%,2025-04-05,2025-07-22,Истёк
CTR-000927,SUP-00175,ДОГ-1268/2025,Гидравлика,RUB,21,Отсрочка 15 дней,2025-06-29,2026-11-03,Действует
CTR-000928,SUP-00366,ДОГ-5273/2024,Услуги (логистика/ремонт),RUB,7,Отсрочка 15 дней,2024-01-17,2026-02-26,Действует
CTR-000929,SUP-00020,ДОГ-2681/2024,Электрооборудование,USD,21,Предоплата 100%,2024-08-02,2026-08-31,Действует
CTR-000930,SUP-00414,ДОГ-6549/2025,Крепёж,CNY,45,Предоплата 100%,2025-02-26,2026-04-03,Действует
CTR-000931,SUP-00235,ДОГ-5792/2024,ЛКМ и химия,CNY,45,Отсрочка 30 дней,2024-01-15,2026-09-22,Действует
CTR-000932,SUP-00356,ДОГ-8126/2024,Электрооборудование,RUB,14,Предоплата 50%,2024-07-22,2026-07-21,Действует
CTR-000933,SUP-00151,ДОГ-7693/2024,Шины и диски,USD,14,Отсрочка 45 дней,2024-01-12,2026-08-11,Действует
CTR-000934,SUP-00144,ДОГ-8121/2024,Крепёж,USD,45,Отсрочка 15 дней,2024-05-12,2025-03-02,Истёк
CTR-000935,SUP-00259,ДОГ-5926/2024,Металлопрокат,RUB,14,Отсрочка 45 дней,2024-06-14,2026-03-18,Действует
CTR-000936,SUP-00031,ДОГ-8009/2024,Подшипники,USD,14,Отсрочка 30 дней,2024-08-28,2026-09-22,Действует
CTR-000937,SUP-00243,ДОГ-9475/2024,ЛКМ и химия,CNY,10,Отсрочка 30 дней,2024-03-08,2026-05-21,Действует
CTR-000938,SUP-00397,ДОГ-7313/2025,Шины и диски,RUB,30,Предоплата 50%,2025-02-14,2025-01-05,Истёк
CTR-000939,SUP-00162,ДОГ-3315/2024,Услуги (логистика/ремонт),CNY,30,Отсрочка 15 дней,2024-01-14,2026-02-23,Действует
CTR-000940,SUP-00166,ДОГ-4414/2024,Металлопрокат,RUB,45,Предоплата 100%,2024-12-01,2025-02-05,Истёк
CTR-000941,SUP-00456,ДОГ-8531/2025,Электрооборудование,CNY,21,Отсрочка 30 дней,2025-01-06,2025-04-08,Истёк
CTR-000942,SUP-00397,ДОГ-3403/2024,Металлопрокат,RUB,45,Предоплата 50%,2024-02-13,2026-08-14,Действует
CTR-000943,SUP-00175,ДОГ-5229/2024,Гидравлика,CNY,30,Отсрочка 15 дней,2024-09-10,2026-05-02,Действует
CTR-000944,SUP-00166,ДОГ-3466/2024,Шины и диски,RUB,14,Предоплата 100%,2024-09-01,2026-02-19,Действует
CTR-000945,SUP-00183,ДОГ-8348/2025,Шины и диски,RUB,21,Отсрочка 15 дней,2025-03-01,2026-02-07,Действует
CTR-000946,SUP-00139,ДОГ-3835/2024,Гидравлика,RUB,21,Отсрочка 45 дней,2024-12-25,2026-08-21,Действует
CTR-000947,SUP-00107,ДОГ-9346/2025,Услуги (логистика/ремонт),USD,14,Предоплата 50%,2025-01-30,2026-03-13,Действует
CTR-000948,SUP-00399,ДОГ-4922/2025,ЛКМ и химия,CNY,45,Предоплата 100%,2025-01-12,2026-06-09,Действует
CTR-000949,SUP-00154,ДОГ-5157/2024,Металлопрокат,RUB,21,Отсрочка 30 дней,2024-12-22,2026-09-06,Действует
CTR-000950,SUP-00169,ДОГ-5344/2025,Подшипники,RUB,21,Предоплата 100%,2025-02-27,2026-06-07,Действует
CTR-000951,SUP-00175,ДОГ-6746/2024,Шины и диски,RUB,7,Отсрочка 15 дней,2024-12-23,2026-08-29,Действует
CTR-000952,SUP-00035,ДОГ-1973/2025,Металлопрокат,RUB,45,Отсрочка 45 дней,2025-04-21,2026-04-30,Действует
CTR-000953,SUP-00379,ДОГ-7104/2025,Гидравлика,RUB,45,Предоплата 50%,2025-08-01,2026-08-11,Действует
CTR-000954,SUP-00235,ДОГ-5000/2024,Электрооборудование,USD,14,Отсрочка 30 дней,2024-08-29,2026-07-08,Действует
CTR-000955,SUP-00108,ДОГ-7743/2024,Гидравлика,RUB,45,Отсрочка 15 дней,2024-06-27,2025-04-05,Истёк
CTR-000956,SUP-00356,ДОГ-2289/2024,Крепёж,RUB,45,Предоплата 50%,2024-01-08,2026-01-28,Действует
CTR-000957,SUP-00108,ДОГ-6925/2024,Гидравлика,RUB,7,Отсрочка 15 дней,2024-11-05,2025-01-08,Истёк
CTR-000958,SUP-00294,ДОГ-6150/2025,Крепёж,RUB,30,Отсрочка 45 дней,2025-05-22,2026-09-04,Действует
CTR-000959,SUP-00039,ДОГ-5533/2024,Гидравлика,USD,7,Предоплата 100%,2024-11-15,2026-08-31,Действует
CTR-000960,SUP-00144,ДОГ-9367/2024,Гидравлика,CNY,21,Отсрочка 15 дней,2024-11-03,2026-03-02,Действует
CTR-000961,SUP-00344,ДОГ-7551/2024,Гидравлика,CNY,10,Отсрочка 30 дней,2024-10-08,2026-08-12,Действует
CTR-000962,SUP-00373,ДОГ-7621/2024,Электрооборудование,CNY,30,Предоплата 100%,2024-01-11,2026-07-21,Действует
CTR-000963,SUP-00166,ДОГ-3688/2025,Шины и диски,RUB,7,Предоплата 100%,2025-06-17,2026-11-07,Действует
CTR-000964,SUP-00384,ДОГ-5682/2025,Металлопрокат,RUB,14,Отсрочка 30 дней,2025-08-05,2026-12-15,Действует
CTR-000965,SUP-00414,ДОГ-3548/2024,Крепёж,RUB,7,Предоплата 100%,2024-08-29,2026-04-13,Действует
CTR-000966,SUP-00165,ДОГ-1528/2024,ЛКМ и химия,USD,14,Отсрочка 45 дней,2024-08-03,2026-07-25,Действует
CTR-000967,SUP-00193,ДОГ-5150/2024,Услуги (логистика/ремонт),CNY,14,Предоплата 100%,2024-08-31,2026-03-01,Действует
CTR-000968,SUP-00067,ДОГ-1043/2025,Шины и диски,RUB,30,Отсрочка 15 дней,2025-04-05,2025-10-10,Истёк
CTR-000969,SUP-00119,ДОГ-3727/2024,Шины и диски,CNY,21,Отсрочка 30 дней,2024-04-09,2024-10-14,Истёк
CTR-000970,SUP-00326,ДОГ-7776/2024,ЛКМ и химия,USD,21,Предоплата 100%,2024-12-25,2026-08-10,Действует
CTR-000971,SUP-00139,ДОГ-2250/2024,Шины и диски,RUB,10,Отсрочка 45 дней,2024-07-21,2025-03-04,Истёк
